data_dir,C',HH,SB,VV,N
2025-07-03--16h-36m-39s,3.0,34.0,2.0,1.0,40.0
2025-07-03--16h-36m-39s,8.0,26.0,4.0,2.0,40.0
2025-07-03--16h-36m-39s,3.0,34.0,2.0,1.0,40.0
2025-07-03--16h-36m-39s,5.0,26.0,8.0,1.0,40.0
2025-07-03--16h-36m-39s,4.0,34.0,2.0,0.0,40.0
2025-07-03--16h-36m-39s,3.0,33.0,3.0,1.0,40.0
2025-07-03--16h-36m-39s,4.0,32.0,3.0,1.0,40.0
2025-07-03--16h-36m-39s,2.0,32.0,5.0,1.0,40.0
2025-07-03--16h-36m-39s,2.0,30.0,5.0,3.0,40.0
2025-07-03--16h-36m-39s,6.0,32.0,2.0,0.0,40.0
2025-07-03--16h-36m-39s,7.0,28.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,4.0,29.0,5.0,2.0,40.0
2025-07-03--16h-36m-39s,4.0,29.0,7.0,0.0,40.0
2025-07-03--16h-36m-39s,2.0,31.0,7.0,0.0,40.0
2025-07-03--16h-36m-39s,6.0,29.0,4.0,1.0,40.0
2025-07-03--16h-36m-39s,5.0,28.0,6.0,1.0,40.0
2025-07-03--16h-36m-39s,3.0,29.0,8.0,0.0,40.0
2025-07-03--16h-36m-39s,7.0,27.0,5.0,1.0,40.0
2025-07-03--16h-36m-39s,3.0,31.0,5.0,1.0,40.0
2025-07-03--16h-36m-39s,3.0,32.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,3.0,32.0,4.0,1.0,40.0
2025-07-03--16h-36m-39s,5.0,32.0,1.0,2.0,40.0
2025-07-03--16h-36m-39s,1.0,36.0,3.0,0.0,40.0
2025-07-03--16h-36m-39s,7.0,29.0,4.0,0.0,40.0
2025-07-03--16h-36m-39s,5.0,30.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,4.0,35.0,1.0,0.0,40.0
2025-07-03--16h-36m-39s,3.0,36.0,1.0,0.0,40.0
2025-07-03--16h-36m-39s,5.0,30.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,3.0,31.0,5.0,1.0,40.0
2025-07-03--16h-36m-39s,3.0,32.0,3.0,2.0,40.0
2025-07-03--16h-36m-39s,4.0,29.0,6.0,1.0,40.0
2025-07-03--16h-36m-39s,4.0,32.0,3.0,1.0,40.0
2025-07-03--16h-36m-39s,5.0,29.0,6.0,0.0,40.0
2025-07-03--16h-36m-39s,4.0,30.0,5.0,1.0,40.0
2025-07-03--16h-36m-39s,3.0,29.0,7.0,1.0,40.0
2025-07-03--16h-36m-39s,6.0,29.0,4.0,1.0,40.0
2025-07-03--16h-36m-39s,6.0,26.0,7.0,1.0,40.0
2025-07-03--16h-36m-39s,4.0,30.0,4.0,2.0,40.0
2025-07-03--16h-36m-39s,3.0,30.0,4.0,3.0,40.0
2025-07-03--16h-36m-39s,2.0,34.0,3.0,1.0,40.0
2025-07-03--16h-36m-39s,4.0,30.0,5.0,1.0,40.0
2025-07-03--16h-36m-39s,8.0,27.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,7.0,29.0,4.0,0.0,40.0
2025-07-03--16h-36m-39s,2.0,33.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,5.0,30.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,5.0,30.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,3.0,34.0,2.0,1.0,40.0
2025-07-03--16h-36m-39s,4.0,32.0,2.0,2.0,40.0
2025-07-03--16h-36m-39s,4.0,29.0,6.0,1.0,40.0
2025-07-03--16h-36m-39s,3.0,30.0,5.0,2.0,40.0
2025-07-03--16h-36m-39s,3.0,34.0,3.0,0.0,40.0
2025-07-03--16h-36m-39s,5.0,33.0,2.0,0.0,40.0
2025-07-03--16h-36m-39s,2.0,33.0,4.0,1.0,40.0
2025-07-03--16h-36m-39s,5.0,30.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,9.0,27.0,3.0,1.0,40.0
2025-07-03--16h-36m-39s,8.0,28.0,4.0,0.0,40.0
2025-07-03--16h-36m-39s,7.0,27.0,4.0,2.0,40.0
2025-07-03--16h-36m-39s,4.0,32.0,4.0,0.0,40.0
2025-07-03--16h-36m-39s,9.0,26.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,7.0,28.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,3.0,34.0,3.0,0.0,40.0
2025-07-03--16h-36m-39s,3.0,28.0,8.0,1.0,40.0
2025-07-03--16h-36m-39s,6.0,27.0,7.0,0.0,40.0
2025-07-03--16h-36m-39s,6.0,26.0,6.0,2.0,40.0
2025-07-03--16h-36m-39s,5.0,28.0,4.0,3.0,40.0
2025-07-03--16h-36m-39s,0.0,37.0,1.0,2.0,40.0
2025-07-03--16h-36m-39s,5.0,28.0,4.0,3.0,40.0
2025-07-03--16h-36m-39s,4.0,35.0,1.0,0.0,40.0
2025-07-03--16h-36m-39s,4.0,30.0,5.0,1.0,40.0
2025-07-03--16h-36m-39s,5.0,31.0,1.0,3.0,40.0
2025-07-03--16h-36m-39s,4.0,29.0,5.0,2.0,40.0
2025-07-03--16h-36m-39s,3.0,31.0,4.0,2.0,40.0
2025-07-03--16h-36m-39s,5.0,33.0,1.0,1.0,40.0
2025-07-03--16h-36m-39s,3.0,34.0,2.0,1.0,40.0
2025-07-03--16h-36m-39s,8.0,28.0,4.0,0.0,40.0
2025-07-03--16h-36m-39s,2.0,31.0,7.0,0.0,40.0
2025-07-03--16h-36m-39s,3.0,29.0,6.0,2.0,40.0
2025-07-03--16h-36m-39s,7.0,27.0,5.0,1.0,40.0
2025-07-03--16h-36m-39s,2.0,32.0,6.0,0.0,40.0
2025-07-03--16h-36m-39s,4.0,32.0,3.0,1.0,40.0
2025-07-03--16h-36m-39s,3.0,33.0,4.0,0.0,40.0
2025-07-03--16h-36m-39s,2.0,33.0,3.0,2.0,40.0
2025-07-03--16h-36m-39s,6.0,31.0,1.0,2.0,40.0
2025-07-03--16h-36m-39s,2.0,30.0,6.0,2.0,40.0
2025-07-03--16h-36m-39s,5.0,31.0,4.0,0.0,40.0
2025-07-03--16h-36m-39s,6.0,31.0,2.0,1.0,40.0
2025-07-03--16h-36m-39s,3.0,30.0,7.0,0.0,40.0
2025-07-03--16h-36m-39s,3.0,32.0,4.0,1.0,40.0
2025-07-03--16h-36m-39s,6.0,28.0,6.0,0.0,40.0
2025-07-03--16h-36m-39s,5.0,29.0,5.0,1.0,40.0
2025-07-03--16h-36m-39s,4.0,27.0,8.0,1.0,40.0
2025-07-03--16h-36m-39s,4.0,30.0,6.0,0.0,40.0
2025-07-03--16h-36m-39s,6.0,32.0,1.0,1.0,40.0
2025-07-03--16h-36m-39s,3.0,26.0,9.0,2.0,40.0
2025-07-03--16h-36m-39s,6.0,28.0,5.0,1.0,40.0
2025-07-03--16h-36m-39s,5.0,29.0,4.0,2.0,40.0
2025-07-03--16h-36m-39s,1.0,34.0,4.0,1.0,40.0
2025-07-03--16h-36m-39s,5.0,32.0,2.0,1.0,40.0
2025-07-03--16h-36m-39s,5.0,30.0,3.0,2.0,40.0
2025-07-03--16h-36m-39s,4.0,31.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,3.0,27.0,8.0,2.0,40.0
2025-07-03--16h-36m-39s,3.0,33.0,3.0,1.0,40.0
2025-07-03--16h-36m-39s,4.0,31.0,3.0,2.0,40.0
2025-07-03--16h-36m-39s,5.0,26.0,9.0,0.0,40.0
2025-07-03--16h-36m-39s,2.0,33.0,5.0,0.0,40.0
2025-07-03--16h-36m-39s,10.0,28.0,2.0,0.0,40.0
2025-07-03--16h-36m-39s,5.0,30.0,3.0,2.0,40.0
